ID,Tipo,Nombre,Destino,País,Región,Categoría,Estrellas,Precio_neto_EUR,Precio_unidad,Comisión_%,Proveedor,Accesible_PMR,Notas,Contacto,Temporada_alta,Min_noches,Capacidad_max_pax,Tags
892,Experiencia,Fado show + cena Melbourne,Melbourne,AU,Oceanía,experiencia,,101,por persona,22,GetYourGuide,Sí,Duración aproximada: 4 horas. Incluye guía.,info@fadoshow.com,Todo el año,,20,"experiencia,oceanía,experiencia"
893,Experiencia,Tour en globo Melbourne,Melbourne,AU,Oceanía,experiencia,,111,por persona,25,Operador local,No,Duración aproximada: 2 horas. Incluye guía.,info@tourengl.com,Todo el año,,15,"experiencia,oceanía,experiencia"
894,Experiencia,Safari Melbourne,Melbourne,AU,Oceanía,experiencia,,202,por persona,15,Proveedor verificado,Sí,Duración aproximada: 6 horas. Incluye guía.,info@safari.com,Todo el año,,15,"experiencia,oceanía,experiencia"
895,Experiencia,Clase de cocina Brisbane,Brisbane,AU,Oceanía,experiencia,,234,por persona,15,GetYourGuide,No,Duración aproximada: 6 horas. Incluye guía.,info@clasedec.com,Todo el año,,8,"experiencia,oceanía,experiencia"
896,Experiencia,Observación de fauna Brisbane,Brisbane,AU,Oceanía,experiencia,,136,por persona,22,Partner exclusivo,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@observac.com,Todo el año,,20,"experiencia,oceanía,experiencia"
897,Experiencia,Trekking Brisbane,Brisbane,AU,Oceanía,experiencia,,232,por persona,22,DMC local,No,Duración aproximada: 3 horas. Incluye guía.,info@trekking.com,Todo el año,,8,"experiencia,oceanía,experiencia"
898,Experiencia,Kayak Cairns,Cairns,AU,Oceanía,experiencia,,98,por persona,15,Inventario agencia,Parcial,Duración aproximada: 2 horas. Incluye guía.,info@kayak.com,Todo el año,,20,"experiencia,oceanía,experiencia"
899,Experiencia,Noche en el desierto Cairns,Cairns,AU,Oceanía,experiencia,,221,por persona,15,GetYourGuide,Sí,Duración aproximada: 6 horas. Incluye guía.,info@nocheene.com,Todo el año,,20,"experiencia,oceanía,experiencia"
900,Experiencia,Fado show + cena Gran Barrera de Coral,Gran Barrera de Coral,AU,Oceanía,experiencia,,71,por persona,18,GetYourGuide,No,Duración aproximada: 3 horas. Incluye guía.,info@fadoshow.com,Todo el año,,15,"experiencia,oceanía,experiencia"
901,Experiencia,Senderismo Gran Barrera de Coral,Gran Barrera de Coral,AU,Oceanía,experiencia,,248,por persona,22,GetYourGuide,Sí,Duración aproximada: 6 horas. Incluye guía.,info@senderis.com,Todo el año,,20,"experiencia,oceanía,experiencia"
902,Experiencia,Cata de vinos Gran Barrera de Coral,Gran Barrera de Coral,AU,Oceanía,experiencia,,242,por persona,25,DMC local,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@catadevi.com,Todo el año,,15,"experiencia,oceanía,experiencia"
903,Experiencia,Pasta making class Auckland,Auckland,NZ,Oceanía,experiencia,,179,por persona,22,Proveedor verificado,No,Duración aproximada: 3 horas. Incluye guía.,info@pastamak.com,Todo el año,,20,"experiencia,oceanía,experiencia"
904,Experiencia,Safari Auckland,Auckland,NZ,Oceanía,experiencia,,78,por persona,20,Inventario agencia,No,Duración aproximada: 3 horas. Incluye guía.,info@safari.com,Todo el año,,12,"experiencia,oceanía,experiencia"
905,Experiencia,Safari Queenstown,Queenstown,NZ,Oceanía,experiencia,,53,por persona,15,Inventario agencia,Parcial,Duración aproximada: 2 horas. Incluye guía.,info@safari.com,Todo el año,,12,"experiencia,oceanía,experiencia"
906,Experiencia,Pasta making class Fiordland,Fiordland,NZ,Oceanía,experiencia,,151,por persona,18,DMC local,Parcial,Duración aproximada: 8 horas. Incluye guía.,info@pastamak.com,Todo el año,,8,"experiencia,oceanía,experiencia"
907,Experiencia,Excursión de día Fiordland,Fiordland,NZ,Oceanía,experiencia,,221,por persona,22,Inventario agencia,Sí,Duración aproximada: 4 horas. Incluye guía.,info@excursió.com,Todo el año,,20,"experiencia,oceanía,experiencia"
908,Experiencia,Tour cultural Fiyi,Fiyi,FJ,Oceanía,experiencia,,127,por persona,25,Contrato directo agencia,Parcial,Duración aproximada: 8 horas. Incluye guía.,info@tourcult.com,Todo el año,,8,"experiencia,oceanía,experiencia"
909,Experiencia,Visita guiada Fiyi,Fiyi,FJ,Oceanía,experiencia,,189,por persona,15,Tours privados premium,No,Duración aproximada: 4 horas. Incluye guía.,info@visitagu.com,Todo el año,,20,"experiencia,oceanía,experiencia"
910,Experiencia,Noche en el desierto Tahití,Tahití,PF,Oceanía,experiencia,,48,por persona,15,Viator,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@nocheene.com,Todo el año,,12,"experiencia,oceanía,experiencia"
911,Experiencia,Visita a templos Tahití,Tahití,PF,Oceanía,experiencia,,189,por persona,18,DMC local,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@visitaat.com,Todo el año,,20,"experiencia,oceanía,experiencia"
912,Experiencia,Fado show + cena Bora Bora,Bora Bora,PF,Oceanía,experiencia,,210,por persona,25,Proveedor verificado,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@fadoshow.com,Todo el año,,20,"experiencia,oceanía,experiencia"
913,Experiencia,Snorkel Samoa,Samoa,WS,Oceanía,experiencia,,216,por persona,15,Tours privados premium,No,Duración aproximada: 6 horas. Incluye guía.,info@snorkel.com,Todo el año,,20,"experiencia,oceanía,experiencia"
914,Experiencia,Pasta making class Samoa,Samoa,WS,Oceanía,experiencia,,161,por persona,20,Contrato directo agencia,Sí,Duración aproximada: 2 horas. Incluye guía.,info@pastamak.com,Todo el año,,8,"experiencia,oceanía,experiencia"
915,Experiencia,Buceo Samoa,Samoa,WS,Oceanía,experiencia,,165,por persona,20,Partner exclusivo,Sí,Duración aproximada: 4 horas. Incluye guía.,info@buceo.com,Todo el año,,20,"experiencia,oceanía,experiencia"
916,Experiencia,Tour en globo Tonga,Tonga,TO,Oceanía,experiencia,,158,por persona,20,Tours privados premium,No,Duración aproximada: 2 horas. Incluye guía.,info@tourengl.com,Todo el año,,12,"experiencia,oceanía,experiencia"
917,Experiencia,Trekking Vanuatu,Vanuatu,VU,Oceanía,experiencia,,146,por persona,25,GetYourGuide,Parcial,Duración aproximada: 2 horas. Incluye guía.,info@trekking.com,Todo el año,,15,"experiencia,oceanía,experiencia"
918,Experiencia,Crucero Papúa Nueva Guinea,Papúa Nueva Guinea,PG,Oceanía,experiencia,,95,por persona,15,Proveedor verificado,No,Duración aproximada: 2 horas. Incluye guía.,info@crucero.com,Todo el año,,20,"experiencia,oceanía,experiencia"
919,Experiencia,Tour en globo Kiribati,Kiribati,KI,Oceanía,experiencia,,238,por persona,25,Tours privados premium,No,Duración aproximada: 2 horas. Incluye guía.,info@tourengl.com,Todo el año,,20,"experiencia,oceanía,experiencia"
920,Experiencia,Fado show + cena Kiribati,Kiribati,KI,Oceanía,experiencia,,42,por persona,20,Tours privados premium,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@fadoshow.com,Todo el año,,15,"experiencia,oceanía,experiencia"
921,Experiencia,Fado show + cena Kiribati,Kiribati,KI,Oceanía,experiencia,,70,por persona,22,GetYourGuide,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@fadoshow.com,Todo el año,,15,"experiencia,oceanía,experiencia"
922,Experiencia,Tour cultural Islas Cook,Islas Cook,CK,Oceanía,experiencia,,155,por persona,18,Partner exclusivo,No,Duración aproximada: 4 horas. Incluye guía.,info@tourcult.com,Todo el año,,20,"experiencia,oceanía,experiencia"
923,Experiencia,Senderismo Islas Cook,Islas Cook,CK,Oceanía,experiencia,,213,por persona,15,Proveedor verificado,Sí,Duración aproximada: 4 horas. Incluye guía.,info@senderis.com,Todo el año,,15,"experiencia,oceanía,experiencia"
924,Experiencia,Clase de cocina Palau,Palau,PW,Oceanía,experiencia,,239,por persona,22,Operador local,Parcial,Duración aproximada: 2 horas. Incluye guía.,info@clasedec.com,Todo el año,,8,"experiencia,oceanía,experiencia"
925,Experiencia,Crucero Estambul,Estambul,TR,Oriente Medio,experiencia,,103,por persona,15,Partner exclusivo,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@crucero.com,Todo el año,,20,"experiencia,oriente medio,experiencia"
926,Experiencia,Senderismo Estambul,Estambul,TR,Oriente Medio,experiencia,,124,por persona,15,DMC local,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@senderis.com,Todo el año,,20,"experiencia,oriente medio,experiencia"
927,Experiencia,Flamenco show + cena Estambul,Estambul,TR,Oriente Medio,experiencia,,116,por persona,18,Tours privados premium,No,Duración aproximada: 4 horas. Incluye guía.,info@flamenco.com,Todo el año,,20,"experiencia,oriente medio,experiencia"
928,Experiencia,Flamenco show + cena Petra,Petra,JO,Oriente Medio,experiencia,,78,por persona,15,Proveedor verificado,Sí,Duración aproximada: 8 horas. Incluye guía.,info@flamenco.com,Todo el año,,20,"experiencia,oriente medio,experiencia"
929,Experiencia,Senderismo Petra,Petra,JO,Oriente Medio,experiencia,,158,por persona,20,Proveedor verificado,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@senderis.com,Todo el año,,8,"experiencia,oriente medio,experiencia"
930,Experiencia,Tour cultural Petra,Petra,JO,Oriente Medio,experiencia,,84,por persona,20,Inventario agencia,Sí,Duración aproximada: 3 horas. Incluye guía.,info@tourcult.com,Todo el año,,12,"experiencia,oriente medio,experiencia"
931,Experiencia,Clase de cocina Wadi Rum,Wadi Rum,JO,Oriente Medio,experiencia,,150,por persona,22,Contrato directo agencia,Sí,Duración aproximada: 3 horas. Incluye guía.,info@clasedec.com,Todo el año,,20,"experiencia,oriente medio,experiencia"
932,Experiencia,Cata de vinos Wadi Rum,Wadi Rum,JO,Oriente Medio,experiencia,,108,por persona,18,DMC local,Parcial,Duración aproximada: 8 horas. Incluye guía.,info@catadevi.com,Todo el año,,12,"experiencia,oriente medio,experiencia"
933,Experiencia,Observación de fauna Wadi Rum,Wadi Rum,JO,Oriente Medio,experiencia,,95,por persona,15,Viator,Sí,Duración aproximada: 2 horas. Incluye guía.,info@observac.com,Todo el año,,12,"experiencia,oriente medio,experiencia"
934,Experiencia,Noche en el desierto Muscat,Muscat,OM,Oriente Medio,experiencia,,164,por persona,25,Tours privados premium,No,Duración aproximada: 2 horas. Incluye guía.,info@nocheene.com,Todo el año,,12,"experiencia,oriente medio,experiencia"
935,Experiencia,Snorkel Muscat,Muscat,OM,Oriente Medio,experiencia,,103,por persona,18,Civitatis,No,Duración aproximada: 4 horas. Incluye guía.,info@snorkel.com,Todo el año,,12,"experiencia,oriente medio,experiencia"
936,Experiencia,Visita guiada Riad,Riad,SA,Oriente Medio,experiencia,,164,por persona,15,Civitatis,Sí,Duración aproximada: 4 horas. Incluye guía.,info@visitagu.com,Todo el año,,15,"experiencia,oriente medio,experiencia"
937,Experiencia,Excursión de día Riad,Riad,SA,Oriente Medio,experiencia,,142,por persona,20,GetYourGuide,No,Duración aproximada: 3 horas. Incluye guía.,info@excursió.com,Todo el año,,12,"experiencia,oriente medio,experiencia"
938,Experiencia,Safari Riad,Riad,SA,Oriente Medio,experiencia,,188,por persona,25,GetYourGuide,Parcial,Duración aproximada: 8 horas. Incluye guía.,info@safari.com,Todo el año,,15,"experiencia,oriente medio,experiencia"
939,Transfer,Helicóptero Madrid,Madrid,ES,Europa,transfer,,146,por trayecto,15,Transfer Plus,No,Capacidad 4 pax. Confirmación en 24h.,transfers@madrid.com,Todo el año,,8,"transfer,europa"
940,Transfer,Transfer aeropuerto privado Madrid,Madrid,ES,Europa,transfer,,224,por trayecto,15,Partner exclusivo,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@madrid.com,Todo el año,,4,"transfer,europa"
941,Transfer,Transfer hotel-hotel Valencia,Valencia,ES,Europa,transfer,,114,por trayecto,10,Contrato directo,No,Capacidad 6 pax. Confirmación en 24h.,transfers@valencia.com,Todo el año,,6,"transfer,europa"
942,Transfer,Transfer aeropuerto privado Valencia,Valencia,ES,Europa,transfer,,53,por trayecto,12,Proveedor verificado,No,Capacidad 1 pax. Confirmación en 24h.,transfers@valencia.com,Todo el año,,6,"transfer,europa"
943,Transfer,Lancha privada Málaga,Málaga,ES,Europa,transfer,,151,por trayecto,12,Holiday Taxis,No,Capacidad 6 pax. Confirmación en 24h.,transfers@málaga.com,Todo el año,,8,"transfer,europa"
944,Transfer,Traslado en 4x4 Málaga,Málaga,ES,Europa,transfer,,213,por trayecto,12,Transfer Plus,Sí,Capacidad 1 pax. Confirmación en 24h.,transfers@málaga.com,Todo el año,,8,"transfer,europa"
945,Transfer,Traslado en 4x4 Salamanca,Salamanca,ES,Europa,transfer,,221,por trayecto,12,Partner exclusivo,No,Capacidad 1 pax. Confirmación en 24h.,transfers@salamanc.com,Todo el año,,8,"transfer,europa"
946,Transfer,Transfer hotel-hotel Salamanca,Salamanca,ES,Europa,transfer,,146,por trayecto,12,DMC local,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@salamanc.com,Todo el año,,6,"transfer,europa"
947,Transfer,Transfer accesible PMR Tenerife,Tenerife,ES,Europa,transfer,,145,por trayecto,12,Holiday Taxis,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@tenerife.com,Todo el año,,8,"transfer,europa"
948,Transfer,Transfer aeropuerto privado Tenerife,Tenerife,ES,Europa,transfer,,187,por trayecto,15,DMC local,Sí,Capacidad 4 pax. Confirmación en 24h.,transfers@tenerife.com,Todo el año,,4,"transfer,europa"
949,Transfer,Helicóptero Ibiza,Ibiza,ES,Europa,transfer,,236,por trayecto,12,Partner exclusivo,No,Capacidad 1 pax. Confirmación en 24h.,transfers@ibiza.com,Todo el año,,4,"transfer,europa"
950,Transfer,Traslado en 4x4 Ibiza,Ibiza,ES,Europa,transfer,,158,por trayecto,15,Transfer Plus,No,Capacidad 6 pax. Confirmación en 24h.,transfers@ibiza.com,Todo el año,,8,"transfer,europa"
951,Transfer,Transfer minibús grupo Asturias,Asturias,ES,Europa,transfer,,39,por trayecto,10,Partner exclusivo,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@asturias.com,Todo el año,,8,"transfer,europa"
952,Transfer,Traslado en 4x4 Asturias,Asturias,ES,Europa,transfer,,94,por trayecto,10,DMC local,Sí,Capacidad 4 pax. Confirmación en 24h.,transfers@asturias.com,Todo el año,,6,"transfer,europa"
953,Transfer,Transfer aeropuerto compartido Lyon,Lyon,FR,Europa,transfer,,105,por trayecto,10,Proveedor verificado,Sí,Capacidad 8 pax. Confirmación en 24h.,transfers@lyon.com,Todo el año,,8,"transfer,europa"
954,Transfer,Transfer aeropuerto privado Lyon,Lyon,FR,Europa,transfer,,235,por trayecto,12,DMC local,No,Capacidad 2 pax. Confirmación en 24h.,transfers@lyon.com,Todo el año,,6,"transfer,europa"
955,Transfer,Transfer hotel-hotel Burdeos,Burdeos,FR,Europa,transfer,,192,por trayecto,12,Holiday Taxis,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@burdeos.com,Todo el año,,6,"transfer,europa"
956,Transfer,Transfer minibús grupo Burdeos,Burdeos,FR,Europa,transfer,,118,por trayecto,12,DMC local,Sí,Capacidad 1 pax. Confirmación en 24h.,transfers@burdeos.com,Todo el año,,4,"transfer,europa"
957,Transfer,Traslado en 4x4 Milán,Milán,IT,Europa,transfer,,261,por trayecto,10,Contrato directo,Sí,Capacidad 1 pax. Confirmación en 24h.,transfers@milán.com,Todo el año,,6,"transfer,europa"
958,Transfer,Transfer aeropuerto privado Milán,Milán,IT,Europa,transfer,,244,por trayecto,15,Contrato directo,Sí,Capacidad 1 pax. Confirmación en 24h.,transfers@milán.com,Todo el año,,6,"transfer,europa"
959,Transfer,Transfer hotel-hotel Nápoles,Nápoles,IT,Europa,transfer,,85,por trayecto,10,Partner exclusivo,No,Capacidad 6 pax. Confirmación en 24h.,transfers@nápoles.com,Todo el año,,8,"transfer,europa"
960,Transfer,Transfer accesible PMR Nápoles,Nápoles,IT,Europa,transfer,,278,por trayecto,10,Holiday Taxis,Sí,Capacidad 2 pax. Confirmación en 24h.,transfers@nápoles.com,Todo el año,,6,"transfer,europa"
961,Transfer,Transfer accesible PMR Cinque Terre,Cinque Terre,IT,Europa,transfer,,278,por trayecto,12,Holiday Taxis,No,Capacidad 2 pax. Confirmación en 24h.,transfers@cinquete.com,Todo el año,,8,"transfer,europa"
962,Transfer,Transfer minibús grupo Cinque Terre,Cinque Terre,IT,Europa,transfer,,135,por trayecto,12,Partner exclusivo,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@cinquete.com,Todo el año,,4,"transfer,europa"
963,Transfer,Lancha privada Edimburgo,Edimburgo,GB,Europa,transfer,,99,por trayecto,10,Contrato directo,No,Capacidad 2 pax. Confirmación en 24h.,transfers@edimburg.com,Todo el año,,8,"transfer,europa"
964,Transfer,Helicóptero Edimburgo,Edimburgo,GB,Europa,transfer,,255,por trayecto,10,Contrato directo,No,Capacidad 1 pax. Confirmación en 24h.,transfers@edimburg.com,Todo el año,,4,"transfer,europa"
965,Transfer,Helicóptero Bruselas,Bruselas,BE,Europa,transfer,,190,por trayecto,15,DMC local,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@bruselas.com,Todo el año,,8,"transfer,europa"
966,Transfer,Transfer aeropuerto compartido Bruselas,Bruselas,BE,Europa,transfer,,241,por trayecto,15,Proveedor verificado,No,Capacidad 1 pax. Confirmación en 24h.,transfers@bruselas.com,Todo el año,,4,"transfer,europa"
967,Transfer,Transfer aeropuerto privado Hamburgo,Hamburgo,DE,Europa,transfer,,195,por trayecto,10,DMC local,No,Capacidad 8 pax. Confirmación en 24h.,transfers@hamburgo.com,Todo el año,,8,"transfer,europa"
968,Transfer,Helicóptero Hamburgo,Hamburgo,DE,Europa,transfer,,48,por trayecto,10,Contrato directo,No,Capacidad 4 pax. Confirmación en 24h.,transfers@hamburgo.com,Todo el año,,6,"transfer,europa"
969,Transfer,Transfer minibús grupo Praga,Praga,CZ,Europa,transfer,,46,por trayecto,15,Holiday Taxis,No,Capacidad 2 pax. Confirmación en 24h.,transfers@praga.com,Todo el año,,8,"transfer,europa"
970,Transfer,Transfer aeropuerto compartido Praga,Praga,CZ,Europa,transfer,,277,por trayecto,12,DMC local,Sí,Capacidad 1 pax. Confirmación en 24h.,transfers@praga.com,Todo el año,,6,"transfer,europa"
971,Transfer,Lancha privada Varsovia,Varsovia,PL,Europa,transfer,,158,por trayecto,10,Contrato directo,Sí,Capacidad 2 pax. Confirmación en 24h.,transfers@varsovia.com,Todo el año,,6,"transfer,europa"
972,Transfer,Transfer aeropuerto compartido Varsovia,Varsovia,PL,Europa,transfer,,168,por trayecto,15,Contrato directo,No,Capacidad 4 pax. Confirmación en 24h.,transfers@varsovia.com,Todo el año,,6,"transfer,europa"
973,Transfer,Transfer accesible PMR Algarve,Algarve,PT,Europa,transfer,,185,por trayecto,12,Holiday Taxis,No,Capacidad 6 pax. Confirmación en 24h.,transfers@algarve.com,Todo el año,,4,"transfer,europa"
974,Transfer,Helicóptero Algarve,Algarve,PT,Europa,transfer,,250,por trayecto,10,Holiday Taxis,Sí,Capacidad 1 pax. Confirmación en 24h.,transfers@algarve.com,Todo el año,,4,"transfer,europa"
975,Transfer,Transfer hotel-hotel Mykonos,Mykonos,GR,Europa,transfer,,265,por trayecto,12,Holiday Taxis,No,Capacidad 6 pax. Confirmación en 24h.,transfers@mykonos.com,Todo el año,,4,"transfer,europa"
976,Transfer,Transfer aeropuerto privado Mykonos,Mykonos,GR,Europa,transfer,,278,por trayecto,10,DMC local,No,Capacidad 8 pax. Confirmación en 24h.,transfers@mykonos.com,Todo el año,,6,"transfer,europa"
977,Transfer,Helicóptero Dubrovnik,Dubrovnik,HR,Europa,transfer,,82,por trayecto,15,Holiday Taxis,Sí,Capacidad 4 pax. Confirmación en 24h.,transfers@dubrovni.com,Todo el año,,4,"transfer,europa"
978,Transfer,Traslado en 4x4 Dubrovnik,Dubrovnik,HR,Europa,transfer,,129,por trayecto,12,Holiday Taxis,Sí,Capacidad 8 pax. Confirmación en 24h.,transfers@dubrovni.com,Todo el año,,6,"transfer,europa"
979,Transfer,Traslado en 4x4 Éfeso,Éfeso,TR,Europa,transfer,,27,por trayecto,15,Proveedor verificado,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@éfeso.com,Todo el año,,4,"transfer,europa"
980,Transfer,Transfer accesible PMR Éfeso,Éfeso,TR,Europa,transfer,,151,por trayecto,12,Partner exclusivo,Sí,Capacidad 4 pax. Confirmación en 24h.,transfers@éfeso.com,Todo el año,,4,"transfer,europa"
981,Transfer,Transfer accesible PMR Estocolmo,Estocolmo,SE,Europa,transfer,,87,por trayecto,12,Contrato directo,Sí,Capacidad 4 pax. Confirmación en 24h.,transfers@estocolm.com,Todo el año,,4,"transfer,europa"
982,Transfer,Transfer minibús grupo Estocolmo,Estocolmo,SE,Europa,transfer,,39,por trayecto,10,DMC local,No,Capacidad 6 pax. Confirmación en 24h.,transfers@estocolm.com,Todo el año,,8,"transfer,europa"
983,Transfer,Transfer accesible PMR Reikiavik,Reikiavik,IS,Europa,transfer,,27,por trayecto,12,Transfer Plus,No,Capacidad 4 pax. Confirmación en 24h.,transfers@reikiavi.com,Todo el año,,8,"transfer,europa"
984,Transfer,Helicóptero Reikiavik,Reikiavik,IS,Europa,transfer,,91,por trayecto,10,Transfer Plus,No,Capacidad 4 pax. Confirmación en 24h.,transfers@reikiavi.com,Todo el año,,4,"transfer,europa"
985,Transfer,Transfer aeropuerto compartido Berna,Berna,CH,Europa,transfer,,220,por trayecto,10,DMC local,No,Capacidad 2 pax. Confirmación en 24h.,transfers@berna.com,Todo el año,,4,"transfer,europa"
986,Transfer,Transfer accesible PMR Berna,Berna,CH,Europa,transfer,,229,por trayecto,10,Transfer Plus,Sí,Capacidad 2 pax. Confirmación en 24h.,transfers@berna.com,Todo el año,,6,"transfer,europa"
987,Transfer,Lancha privada Los Ángeles,Los Ángeles,US,América,transfer,,103,por trayecto,10,Contrato directo,No,Capacidad 6 pax. Confirmación en 24h.,transfers@losángel.com,Todo el año,,8,"transfer,américa"
988,Transfer,Transfer hotel-hotel Los Ángeles,Los Ángeles,US,América,transfer,,183,por trayecto,15,Proveedor verificado,Sí,Capacidad 4 pax. Confirmación en 24h.,transfers@losángel.com,Todo el año,,8,"transfer,américa"
989,Transfer,Transfer aeropuerto compartido Las Vegas,Las Vegas,US,América,transfer,,213,por trayecto,15,Holiday Taxis,No,Capacidad 6 pax. Confirmación en 24h.,transfers@lasvegas.com,Todo el año,,6,"transfer,américa"
990,Transfer,Lancha privada Las Vegas,Las Vegas,US,América,transfer,,268,por trayecto,12,Proveedor verificado,No,Capacidad 1 pax. Confirmación en 24h.,transfers@lasvegas.com,Todo el año,,6,"transfer,américa"
991,Transfer,Transfer minibús grupo Washington DC,Washington DC,US,América,transfer,,120,por trayecto,12,Partner exclusivo,No,Capacidad 1 pax. Confirmación en 24h.,transfers@washingt.com,Todo el año,,4,"transfer,américa"
992,Transfer,Transfer accesible PMR Washington DC,Washington DC,US,América,transfer,,199,por trayecto,12,Partner exclusivo,Sí,Capacidad 2 pax. Confirmación en 24h.,transfers@washingt.com,Todo el año,,6,"transfer,américa"
993,Transfer,Transfer aeropuerto compartido Los Cabos,Los Cabos,MX,América,transfer,,264,por trayecto,12,Transfer Plus,No,Capacidad 4 pax. Confirmación en 24h.,transfers@loscabos.com,Todo el año,,4,"transfer,américa"
994,Transfer,Transfer hotel-hotel Los Cabos,Los Cabos,MX,América,transfer,,90,por trayecto,15,Contrato directo,Sí,Capacidad 8 pax. Confirmación en 24h.,transfers@loscabos.com,Todo el año,,6,"transfer,américa"
995,Transfer,Transfer accesible PMR Guadalajara,Guadalajara,MX,América,transfer,,49,por trayecto,15,Transfer Plus,Sí,Capacidad 8 pax. Confirmación en 24h.,transfers@guadalaj.com,Todo el año,,4,"transfer,américa"
996,Transfer,Helicóptero Guadalajara,Guadalajara,MX,América,transfer,,242,por trayecto,12,Transfer Plus,No,Capacidad 8 pax. Confirmación en 24h.,transfers@guadalaj.com,Todo el año,,6,"transfer,américa"
997,Transfer,Transfer minibús grupo Mendoza,Mendoza,AR,América,transfer,,66,por trayecto,15,Transfer Plus,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@mendoza.com,Todo el año,,4,"transfer,américa"
998,Transfer,Transfer hotel-hotel Mendoza,Mendoza,AR,América,transfer,,118,por trayecto,12,Transfer Plus,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@mendoza.com,Todo el año,,8,"transfer,américa"
999,Transfer,Transfer accesible PMR São Paulo,São Paulo,BR,América,transfer,,257,por trayecto,15,DMC local,No,Capacidad 4 pax. Confirmación en 24h.,transfers@sãopaulo.com,Todo el año,,4,"transfer,américa"
1000,Transfer,Transfer hotel-hotel São Paulo,São Paulo,BR,América,transfer,,133,por trayecto,10,Transfer Plus,No,Capacidad 1 pax. Confirmación en 24h.,transfers@sãopaulo.com,Todo el año,,6,"transfer,américa"
1001,Transfer,Transfer aeropuerto privado Lima,Lima,PE,América,transfer,,227,por trayecto,10,Transfer Plus,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@lima.com,Todo el año,,6,"transfer,américa"
1002,Transfer,Helicóptero Lima,Lima,PE,América,transfer,,232,por trayecto,15,Partner exclusivo,No,Capacidad 4 pax. Confirmación en 24h.,transfers@lima.com,Todo el año,,8,"transfer,américa"
1003,Transfer,Transfer minibús grupo Bogotá,Bogotá,CO,América,transfer,,227,por trayecto,12,Transfer Plus,Sí,Capacidad 2 pax. Confirmación en 24h.,transfers@bogotá.com,Todo el año,,4,"transfer,américa"
1004,Transfer,Helicóptero Bogotá,Bogotá,CO,América,transfer,,122,por trayecto,10,Transfer Plus,Sí,Capacidad 1 pax. Confirmación en 24h.,transfers@bogotá.com,Todo el año,,4,"transfer,américa"
1005,Transfer,Helicóptero Quito,Quito,EC,América,transfer,,99,por trayecto,15,Holiday Taxis,No,Capacidad 8 pax. Confirmación en 24h.,transfers@quito.com,Todo el año,,4,"transfer,américa"
1006,Transfer,Transfer minibús grupo Quito,Quito,EC,América,transfer,,69,por trayecto,12,DMC local,Sí,Capacidad 6 pax. Confirmación en 24h.,transfers@quito.com,Todo el año,,6,"transfer,américa"
1007,Transfer,Transfer aeropuerto privado Torres del Paine,Torres del Paine,CL,América,transfer,,110,por trayecto,10,Partner exclusivo,No,Capacidad 6 pax. Confirmación en 24h.,transfers@torresde.com,Todo el año,,6,"transfer,américa"
1008,Transfer,Helicóptero Torres del Paine,Torres del Paine,CL,América,transfer,,35,por trayecto,12,Proveedor verificado,Sí,Capacidad 2 pax. Confirmación en 24h.,transfers@torresde.com,Todo el año,,6,"transfer,américa"
1009,Transfer,Lancha privada San José,San José,CR,América,transfer,,195,por trayecto,10,Transfer Plus,No,Capacidad 6 pax. Confirmación en 24h.,transfers@sanjosé.com,Todo el año,,6,"transfer,américa"
1010,Transfer,Transfer aeropuerto privado San José,San José,CR,América,transfer,,173,por trayecto,10,DMC local,No,Capacidad 6 pax. Confirmación en 24h.,transfers@sanjosé.com,Todo el año,,8,"transfer,américa"
1011,Transfer,Helicóptero Toronto,Toronto,CA,América,transfer,,56,por trayecto,15,Transfer Plus,No,Capacidad 8 pax. Confirmación en 24h.,transfers@toronto.com,Todo el año,,6,"transfer,américa"
1012,Transfer,Transfer aeropuerto compartido Toronto,Toronto,CA,América,transfer,,57,por trayecto,12,Partner exclusivo,No,Capacidad 6 pax. Confirmación en 24h.,transfers@toronto.com,Todo el año,,4,"transfer,américa"
1013,Transfer,Helicóptero Tokio,Tokio,JP,Asia,transfer,,202,por trayecto,12,Partner exclusivo,No,Capacidad 1 pax. Confirmación en 24h.,transfers@tokio.com,Todo el año,,4,"transfer,asia"
